Label,cleaned_review
0,"['pleasant', 'aroma', 'gentle', 'gum', 'quality', 'product', 'improve', 'oral', 'health', 'perfect', 'daily', 'use', 'refresh', 'breath', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'whiten', 'teeth', 'pleasant', 'aroma']"
0,"['quality', 'product', 'pleasant', 'aroma', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'refresh', 'breath', 'eco', 'friendly', 'package', 'gentle', 'gum', 'refresh', 'breath', 'gentle', 'gum']"
0,"['long', 'last', 'effect', 'good', 'value', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'gentle', 'gum', 'whiten', 'teeth', 'eco', 'friendly', 'package', 'quality', 'product', 'pleasant', 'taste', 'pleasant', 'aroma', 'pleasant', 'aroma']"
1,"['highly', 'recommend', 'refresh', 'breath', 'perfect', 'daily', 'use', 'gentle', 'gum', 'long', 'last', 'effect', 'pleasant', 'aroma', 'highly', 'recommend', 'pleasant', 'aroma', 'highly', 'recommend', 'good', 'value', 'pleasant', 'aroma']"
0,"['pleasant', 'taste', 'pleasant', 'aroma', 'whiten', 'teeth', 'refresh', 'breath', 'gentle', 'gum', 'gentle', 'gum', 'highly', 'recommend', 'eco', 'friendly', 'package', 'highly', 'recommend', 'refresh', 'breath', 'quality', 'product', 'quality', 'naturalingredients']"
0,"['whiten', 'dentition', 'gentle', 'gingiva', 'perfect', 'daily', 'use', 'highly', 'recommend', 'eco', 'friendly', 'package', 'quality', 'product', 'perfect', 'daily', 'use', 'refresh', 'breath', 'pleasant', 'aroma', 'highly', 'recommend']"
0,"['highly', 'recommend', 'refresh', 'breath', 'gentle', 'gum', 'long', 'last', 'effect', 'good', 'value', 'improve', 'oral', 'health', 'highly', 'recommend', 'eco', 'friendly', 'package', 'gentle', 'gum', 'good', 'value', 'highly', 'recommend', 'disappoint']"
0,"['refresh', 'breath', 'whiten', 'dentition', 'long', 'last', 'effect', 'quality', 'product', 'pleasant', 'taste', 'long', 'last', 'effect', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'improve', 'oral', 'health', 'perfect', 'daily', 'use', 'pleasant', 'minty']"
0,"['pleasant', 'aroma', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'good', 'value', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'long', 'last', 'effect', 'gentle', 'gum', 'whiten', 'teeth', 'improve', 'oral', 'health', 'highly', 'smile']"
0,"['good', 'value', 'pleasant', 'taste', 'gentle', 'gum', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'long', 'last', 'effect', 'pleasant', 'aroma', 'whiten', 'teeth', 'good', 'value', 'highly', 'recommend', 'eco', 'friendly', 'package', 'eco', 'friendly', 'disappoint']"
0,"['quality', 'product', 'refresh', 'breath', 'highly', 'recommend', 'whiten', 'teeth', 'perfect', 'daily', 'use', 'highly', 'recommend', 'highly', 'recommend', 'highly', 'recommend', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'whiten', 'teeth', 'quality']"
0,"['highly', 'recommend', 'pleasant', 'aroma', 'gentle', 'gum', 'whiten', 'teeth', 'pleasant', 'taste', 'gentle', 'gum', 'pleasant', 'aroma', 'pleasant', 'taste', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'improve', 'oral', 'health', 'smile']"
0,"['refresh', 'breath', 'long', 'last', 'effect', 'whiten', 'teeth', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'long', 'last', 'effect', 'quality', 'product', 'quality', 'product', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'disappoint']"
0,"['quality', 'product', 'gentle', 'gum', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'whiten', 'teeth', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'long', 'last', 'effect', 'highly']"
0,"['quality', 'product', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'whiten', 'teeth', 'refresh', 'breath', 'long', 'last', 'effect', 'eco', 'friendly', 'package', 'quality', 'product', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'whiten', 'teeth', 'pleasant', 'taste', 'naturalingredients']"
0,"['quality', 'product', 'long', 'last', 'effect', 'refresh', 'breath', 'improve', 'oral', 'health', 'good', 'value', 'good', 'value', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'perfect', 'daily', 'use', 'gentle']"
0,"['perfect', 'daily', 'use', 'quality', 'product', 'eco', 'friendly', 'package', 'pleasant', 'aroma', 'gentle', 'gum', 'gentle', 'gum', 'highly', 'recommend', 'good', 'value', 'perfect', 'daily', 'use', 'refresh', 'ecofriendly']"
0,"['long', 'last', 'effect', 'pleasant', 'aroma', 'good', 'value', 'refresh', 'breath', 'pleasant', 'taste', 'good', 'value', 'quality', 'product', 'eco', 'friendly', 'package', 'pleasant', 'aroma', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'eco', 'friendly', 'couldbebetter']"
0,"['pleasant', 'aroma', 'quality', 'product', 'long', 'last', 'effect', 'perfect', 'daily', 'use', 'gentle', 'gingiva', 'whiten', 'dentition', 'good', 'value', 'pleasant', 'taste', 'quality', 'product', 'highly', 'recommend', 'highly', 'recommend', 'smile']"
0,"['gentle', 'gum', 'improve', 'oral', 'health', 'whiten', 'teeth', 'good', 'value', 'quality', 'product', 'pleasant', 'taste', 'whiten', 'teeth', 'pleasant', 'aroma', 'good', 'value', 'highly', 'recommend', 'perfect', 'daily']"
0,"['improve', 'oral', 'health', 'gentle', 'gum', 'whiten', 'teeth', 'refresh', 'breath', 'perfect', 'daily', 'use', 'whiten', 'teeth', 'good', 'value', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'pleasant']"
0,"['refresh', 'breath', 'quality', 'product', 'whiten', 'teeth', 'long', 'last', 'effect', 'eco', 'friendly', 'package', 'long', 'last', 'effect', 'quality', 'product', 'refresh', 'breath', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'gentle']"
0,"['long', 'last', 'effect', 'perfect', 'daily', 'use', 'whiten', 'teeth', 'pleasant', 'aroma', 'gentle', 'gum', 'eco', 'friendly', 'package', 'gentle', 'gum', 'long', 'last', 'effect', 'whiten', 'teeth', 'good', 'value', 'quality']"
0,"['good', 'value', 'refresh', 'breath', 'highly', 'recommend', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'highly', 'recommend', 'eco', 'friendly', 'package', 'perfect', 'daily', 'use', 'gentle', 'gum', 'good', 'value', 'refresh', 'besttoothpaste']"
0,"['pleasant', 'taste', 'pleasant', 'aroma', 'good', 'value', 'refresh', 'breath', 'whiten', 'teeth', 'highly', 'recommend', 'long', 'last', 'effect', 'gentle', 'gum', 'long', 'last', 'effect', 'long', 'last', 'effect', 'refresh', 'breath', 'improve', 'oral', 'teethwhitening']"
0,"['eco', 'friendly', 'package', 'highly', 'recommend', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'gentle', 'gum', 'good', 'value', 'improve', 'oral', 'health', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'gentle']"
0,"['highly', 'recommend', 'quality', 'product', 'long', 'last', 'effect', 'good', 'value', 'perfect', 'daily', 'use', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'whiten', 'dentition', 'pleasant', 'taste', 'quality', 'product', 'perfect', 'ecofriendly']"
0,"['highly', 'recommend', 'pleasant', 'taste', 'eco', 'friendly', 'package', 'whiten', 'dentition', 'quality', 'product', 'good', 'value', 'pleasant', 'taste', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'pleasant', 'taste', 'quality', 'product', 'eco', 'friendly', 'package', 'freshbreath']"
0,"['long', 'last', 'effect', 'highly', 'recommend', 'quality', 'product', 'pleasant', 'taste', 'gentle', 'gum', 'pleasant', 'aroma', 'quality', 'product', 'eco', 'friendly', 'package', 'pleasant', 'aroma', 'good', 'value', 'eco', 'friendly', 'package', 'good', 'value']"
0,"['good', 'value', 'eco', 'friendly', 'package', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'pleasant', 'taste', 'whiten', 'teeth', 'highly', 'recommend', 'highly', 'recommend', 'gentle', 'gum', 'pleasant', 'taste', 'quality', 'product', 'perfect']"
0,"['quality', 'product', 'pleasant', 'aroma', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'refresh', 'breath', 'quality', 'product', 'pleasant', 'taste', 'good', 'value', 'quality', 'product', 'pleasant', 'aroma']"
0,"['refresh', 'breath', 'highly', 'recommend', 'whiten', 'teeth', 'pleasant', 'taste', 'pleasant', 'aroma', 'gentle', 'gum', 'good', 'value', 'highly', 'recommend', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'highly', 'recommend', 'gentle', 'smile']"
0,"['quality', 'product', 'good', 'value', 'highly', 'recommend', 'whiten', 'teeth', 'gentle', 'gum', 'pleasant', 'taste', 'quality', 'product', 'quality', 'product', 'eco', 'friendly', 'package', 'whiten', 'teeth', 'refresh', 'breath', 'refresh', 'breath']"
0,"['refresh', 'breath', 'long', 'last', 'effect', 'pleasant', 'aroma', 'pleasant', 'taste', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'improve', 'oral', 'health', 'good', 'value', 'perfect', 'daily', 'use']"
0,"['improve', 'oral', 'health', 'pleasant', 'aroma', 'refresh', 'breath', 'quality', 'product', 'gentle', 'gum', 'good', 'value', 'perfect', 'daily', 'use', 'good', 'value', 'quality', 'product', 'improve', 'oral', 'health', 'freshbreath']"
0,"['eco', 'friendly', 'package', 'quality', 'product', 'perfect', 'daily', 'use', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'good', 'value', 'perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'eco', 'friendly', 'package', 'pleasant', 'taste', 'fluoridefree']"
0,"['perfect', 'daily', 'use', 'eco', 'friendly', 'package', 'refresh', 'breath', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'good', 'value', 'pleasant', 'aroma', 'gentle', 'gum', 'pleasant', 'aroma', 'refresh', 'breath', 'pleasant']"
0,"['long', 'last', 'effect', 'highly', 'recommend', 'refresh', 'breath', 'gentle', 'gum', 'perfect', 'daily', 'use', 'good', 'value', 'gentle', 'gum', 'refresh', 'breath', 'perfect', 'daily', 'use', 'refresh', 'smile']"
0,"['eco', 'friendly', 'package', 'perfect', 'daily', 'use', 'gentle', 'gingiva', 'pleasant', 'taste', 'good', 'value', 'quality', 'product', 'highly', 'recommend', 'quality', 'product', 'perfect', 'daily', 'use', 'long', 'last', 'effect']"
0,"['eco', 'friendly', 'package', 'highly', 'recommend', 'long', 'last', 'effect', 'improve', 'oral', 'health', 'pleasant', 'aroma', 'highly', 'recommend', 'improve', 'oral', 'health', 'long', 'last', 'effect', 'highly', 'recommend', 'highly', 'recommend', 'perfect', 'daily']"
0,"['whiten', 'teeth', 'pleasant', 'taste', 'gentle', 'gum', 'perfect', 'daily', 'use', 'improve', 'oral', 'health', 'gentle', 'gum', 'pleasant', 'aroma', 'improve', 'oral', 'health', 'quality', 'product', 'pleasant', 'naturalingredients']"
0,"['improve', 'oral', 'health', 'pleasant', 'aroma', 'long', 'last', 'effect', 'whiten', 'teeth', 'gentle', 'gum', 'whiten', 'teeth', 'improve', 'oral', 'health', 'highly', 'recommend', 'long', 'last', 'effect', 'good', 'value', 'perfect', 'freshbreath']"
0,"['eco', 'friendly', 'package', 'pleasant', 'taste', 'pleasant', 'aroma', 'refresh', 'breath', 'gentle', 'gum', 'quality', 'product', 'perfect', 'daily', 'use', 'good', 'value', 'improve', 'oral', 'health', 'whiten', 'teeth', 'good', 'minty']"
0,"['good', 'value', 'perfect', 'daily', 'use', 'refresh', 'breath', 'highly', 'recommend', 'eco', 'friendly', 'package', 'perfect', 'daily', 'use', 'quality', 'product', 'quality', 'product', 'highly', 'recommend', 'whiten', 'teeth', 'eco', 'friendly']"
0,"['quality', 'product', 'pleasant', 'aroma', 'good', 'value', 'perfect', 'daily', 'use', 'highly', 'recommend', 'whiten', 'dentition', 'good', 'value', 'gentle', 'gingiva', 'quality', 'product', 'perfect', 'daily', 'use']"
